session_id,vehicle_id,station_id,start_time,end_time,duration_minutes,energy_kwh,total_cost_inr,payment_method,session_status,user_rating
1545,94,27,2024-10-05 06:16:00,2024-10-05 08:43:00,147,50.67,546.73,Wallet,Completed,3.3
1546,175,126,2024-12-04 19:28:00,2024-12-04 20:42:00,74,21.46,88.63,Credit Card,Failed,2.0
1547,59,132,2023-07-01 17:43:00,2023-07-01 19:19:00,96,17.22,262.95,Debit Card,Completed,3.3
1548,231,6,2024-05-19 22:37:00,2024-05-20 01:11:00,154,42.77,544.03,Wallet,Interrupted,3.7
1549,61,117,2024-05-04 22:03:00,2024-05-05 00:01:00,118,38.07,491.48,Wallet,Completed,4.6
1550,266,38,2023-01-16 11:48:00,2023-01-16 12:03:00,15,2.54,36.5,Credit Card,Completed,3.6
1551,88,47,2023-08-18 20:22:00,2023-08-18 22:00:00,98,25.81,197.7,UPI,Interrupted,3.7
1552,338,94,2023-01-16 10:34:00,2023-01-16 12:43:00,129,44.73,345.76,QR Code,Interrupted,2.6
1553,77,19,2024-06-19 20:49:00,2024-06-19 21:48:00,59,4.31,59.31,RFID Tag,Completed,2.3
1554,204,117,2024-08-31 01:35:00,2024-08-31 04:21:00,166,36.38,469.67,QR Code,Interrupted,1.9
1555,320,74,2024-07-13 00:10:00,2024-07-13 00:57:00,47,15.63,157.55,UPI,Interrupted,4.2
1556,488,59,2024-11-09 17:27:00,2024-11-09 20:15:00,168,46.53,182.4,Debit Card,Failed,4.9
1557,332,34,2023-11-02 19:21:00,2023-11-02 22:12:00,171,36.29,266.01,QR Code,Completed,3.6
1558,146,89,2024-04-07 20:34:00,2024-04-07 22:58:00,144,28.08,233.91,UPI,Failed,3.6
1559,47,92,2023-07-03 07:57:00,2023-07-03 10:31:00,154,27.29,444.01,Wallet,Interrupted,1.8
1560,394,48,2023-01-27 19:28:00,2023-01-27 20:53:00,85,14.49,158.09,UPI,Failed,1.3
1561,322,119,2024-05-21 19:34:00,2024-05-21 21:55:00,141,24.22,256.73,Credit Card,Failed,3.3
1562,224,130,2024-05-24 22:54:00,2024-05-24 23:48:00,54,17.01,263.66,Credit Card,Interrupted,3.1
1563,101,127,2023-02-09 20:34:00,2023-02-09 22:10:00,96,25.52,402.96,UPI,Interrupted,3.6
1564,350,61,2024-01-13 01:44:00,2024-01-13 03:07:00,83,27.36,246.24,QR Code,Interrupted,4.0
1565,200,98,2024-09-26 10:43:00,2024-09-26 12:54:00,131,30.16,444.86,UPI,Failed,1.5
1566,144,46,2023-12-17 11:17:00,2023-12-17 12:36:00,79,8.52,98.32,RFID Tag,Interrupted,2.8
1567,202,51,2023-05-24 11:52:00,2023-05-24 14:43:00,171,24.48,332.93,QR Code,Completed,3.5
1568,69,69,2024-02-05 07:55:00,2024-02-05 08:59:00,64,14.27,116.59,RFID Tag,Completed,2.4
1569,85,67,2023-03-23 21:43:00,2023-03-23 23:21:00,98,10.69,39.34,Debit Card,Failed,5.0
1570,248,46,2023-12-18 12:10:00,2023-12-18 14:52:00,162,16.92,195.26,RFID Tag,Completed,4.5
1571,114,88,2024-06-26 19:50:00,2024-06-26 21:39:00,109,8.98,98.96,RFID Tag,Completed,3.2
1572,201,95,2024-01-10 00:41:00,2024-01-10 03:01:00,140,30.01,187.86,Wallet,Failed,2.3
1573,313,83,2024-05-14 21:18:00,2024-05-14 22:39:00,81,9.8,134.75,Credit Card,Interrupted,3.5
1574,62,132,2024-08-13 02:59:00,2024-08-13 03:42:00,43,14.59,222.79,RFID Tag,Interrupted,1.7
1575,102,134,2024-12-22 10:37:00,2024-12-22 11:52:00,75,10.14,58.2,UPI,Completed,4.4
1576,108,101,2023-11-11 02:20:00,2023-11-11 03:50:00,90,17.43,231.47,Debit Card,Interrupted,1.8
1577,111,45,2024-01-10 19:56:00,2024-01-10 21:05:00,69,21.31,267.23,Wallet,Failed,4.4
1578,269,25,2023-09-01 13:28:00,2023-09-01 15:04:00,96,6.19,21.85,RFID Tag,Interrupted,4.8
1579,77,28,2023-10-18 02:02:00,2023-10-18 03:47:00,105,11.15,178.4,Wallet,Failed,3.1
1580,63,135,2024-04-29 17:03:00,2024-04-29 19:52:00,169,47.65,463.16,Credit Card,Interrupted,1.0
1581,185,34,2023-08-29 16:33:00,2023-08-29 19:10:00,157,50.43,369.65,Debit Card,Interrupted,1.7
1582,71,85,2024-07-24 13:26:00,2024-07-24 13:55:00,29,10.23,153.35,RFID Tag,Failed,2.7
1583,387,116,2024-07-05 14:17:00,2024-07-05 15:48:00,91,29.41,367.04,Credit Card,Interrupted,3.8
1584,262,87,2024-11-16 08:34:00,2024-11-16 11:30:00,176,27.72,197.64,RFID Tag,Interrupted,4.9
1585,408,82,2024-12-30 19:18:00,2024-12-30 20:18:00,60,12.54,87.53,Debit Card,Failed,4.6
1586,496,22,2024-12-10 13:21:00,2024-12-10 13:42:00,21,1.96,29.62,UPI,Completed,1.2
1587,411,79,2024-01-17 20:14:00,2024-01-17 22:59:00,165,42.07,565.84,Credit Card,Completed,4.8
1588,68,30,2023-11-30 10:04:00,2023-11-30 11:12:00,68,3.52,45.27,Debit Card,Interrupted,1.1
1589,105,109,2024-07-22 23:11:00,2024-07-22 23:51:00,40,5.6,75.26,Debit Card,Failed,3.1
1590,197,99,2024-08-23 19:45:00,2024-08-23 22:05:00,140,13.39,234.33,QR Code,Completed,2.7
1591,461,113,2023-10-27 20:26:00,2023-10-27 21:19:00,53,15.19,244.86,Credit Card,Interrupted,4.4
1592,379,43,2024-01-13 09:13:00,2024-01-13 09:45:00,32,6.93,103.26,Credit Card,Failed,3.2
1593,418,28,2023-05-17 06:53:00,2023-05-17 07:24:00,31,2.79,44.64,RFID Tag,Completed,4.5
1594,331,2,2024-10-03 09:39:00,2024-10-03 10:17:00,38,2.61,35.68,QR Code,Completed,4.5
1595,267,63,2024-03-01 08:31:00,2024-03-01 09:26:00,55,6.3,23.94,RFID Tag,Interrupted,2.4
1596,273,43,2024-04-27 12:33:00,2024-04-27 13:10:00,37,9.64,143.64,Credit Card,Completed,4.6
1597,246,119,2023-11-25 08:47:00,2023-11-25 10:34:00,107,24.39,258.53,Debit Card,Interrupted,1.5
1598,80,9,2023-11-30 04:39:00,2023-11-30 05:17:00,38,8.05,81.71,QR Code,Failed,2.8
1599,461,62,2023-04-15 12:03:00,2023-04-15 14:38:00,155,50.4,723.74,QR Code,Interrupted,4.8
1600,331,121,2023-06-29 02:29:00,2023-06-29 03:39:00,70,7.9,136.35,QR Code,Failed,1.9
1601,290,48,2023-01-30 10:11:00,2023-01-30 11:10:00,59,5.85,63.82,RFID Tag,Failed,1.9
1602,211,44,2023-04-14 23:27:00,2023-04-15 01:05:00,98,25.3,89.06,RFID Tag,Completed,3.6
1603,121,37,2023-08-31 05:20:00,2023-08-31 07:08:00,108,29.42,517.79,Credit Card,Failed,4.4
1604,277,53,2023-11-24 17:19:00,2023-11-24 18:42:00,83,15.13,269.62,Wallet,Failed,3.6
1605,378,127,2023-08-13 05:51:00,2023-08-13 07:46:00,115,16.31,257.53,UPI,Failed,2.3
1606,444,65,2024-08-14 15:39:00,2024-08-14 16:23:00,44,4.71,55.81,Wallet,Failed,4.3
1607,441,113,2023-01-03 05:36:00,2023-01-03 06:35:00,59,11.17,180.06,Credit Card,Completed,2.3
1608,342,120,2024-06-23 15:46:00,2024-06-23 16:29:00,43,5.07,44.41,QR Code,Interrupted,1.6
1609,488,133,2023-09-06 04:09:00,2023-09-06 04:31:00,22,6.76,65.1,UPI,Completed,4.2
1610,204,14,2024-07-15 06:11:00,2024-07-15 06:35:00,24,7.91,97.53,Debit Card,Failed,3.0
1611,416,120,2024-06-15 16:32:00,2024-06-15 19:12:00,160,30.21,264.64,QR Code,Completed,3.8
1612,370,96,2024-11-14 16:22:00,2024-11-14 17:24:00,62,7.75,119.35,RFID Tag,Interrupted,4.7
1613,409,11,2023-07-26 00:17:00,2023-07-26 01:49:00,92,11.48,139.48,Wallet,Failed,1.3
1614,294,83,2023-04-23 14:04:00,2023-04-23 15:47:00,103,32.39,445.36,Credit Card,Completed,4.5
1615,293,24,2023-01-24 04:41:00,2023-01-24 07:23:00,162,16.69,282.56,QR Code,Failed,4.0
1616,340,7,2023-04-05 09:12:00,2023-04-05 11:29:00,137,18.88,265.64,QR Code,Failed,1.8
1617,314,51,2023-01-06 18:26:00,2023-01-06 20:41:00,135,10.28,139.81,QR Code,Failed,3.0
1618,312,30,2023-05-29 12:03:00,2023-05-29 15:00:00,177,17.31,222.61,Credit Card,Completed,1.8
1619,61,118,2024-02-24 14:48:00,2024-02-24 15:38:00,50,3.35,18.32,RFID Tag,Failed,3.7
1620,60,29,2024-01-27 12:06:00,2024-01-27 12:54:00,48,16.28,194.71,UPI,Completed,3.5
1621,17,115,2023-05-20 23:21:00,2023-05-21 01:51:00,150,43.6,578.14,Credit Card,Completed,4.7
1622,383,55,2023-02-07 09:36:00,2023-02-07 10:40:00,64,11.94,91.22,Debit Card,Completed,3.1
1623,339,46,2024-04-11 20:56:00,2024-04-11 22:28:00,92,27.23,314.23,UPI,Completed,4.1
1624,145,46,2023-04-13 02:18:00,2023-04-13 02:38:00,20,6.0,69.24,QR Code,Interrupted,3.5
1625,72,87,2023-01-09 18:42:00,2023-01-09 20:20:00,98,35.37,252.19,Credit Card,Failed,2.1
1626,66,5,2024-08-28 06:44:00,2024-08-28 08:32:00,108,39.41,247.89,Debit Card,Failed,2.5
1627,405,17,2024-11-01 00:51:00,2024-11-01 02:00:00,69,19.09,333.69,RFID Tag,Failed,2.4
1628,399,128,2023-01-18 03:14:00,2023-01-18 05:25:00,131,11.47,61.14,Debit Card,Completed,2.7
1629,184,84,2024-07-06 11:24:00,2024-07-06 12:57:00,93,27.11,461.95,Credit Card,Completed,4.4
1630,133,20,2023-06-09 00:09:00,2023-06-09 02:27:00,138,47.55,501.18,Wallet,Completed,2.4
1631,83,123,2023-08-25 17:31:00,2023-08-25 18:57:00,86,5.94,44.67,RFID Tag,Failed,1.2
1632,369,22,2024-03-17 13:55:00,2024-03-17 16:41:00,166,9.48,143.24,Credit Card,Completed,1.5
1633,145,136,2024-10-27 03:21:00,2024-10-27 04:57:00,96,12.74,185.37,Credit Card,Failed,3.5
1634,4,57,2024-12-19 22:55:00,2024-12-20 00:23:00,88,5.3,88.09,UPI,Completed,1.1
1635,186,104,2024-05-23 18:58:00,2024-05-23 21:56:00,178,34.35,241.82,Wallet,Interrupted,3.5
1636,190,114,2024-08-27 21:49:00,2024-08-27 23:33:00,104,17.45,305.9,Wallet,Completed,4.8
1637,129,123,2023-04-19 04:53:00,2023-04-19 06:12:00,79,15.5,116.56,UPI,Completed,1.2
1638,31,31,2024-06-10 03:02:00,2024-06-10 04:10:00,68,3.97,44.86,QR Code,Interrupted,3.2
1639,52,116,2024-02-13 08:48:00,2024-02-13 09:26:00,38,7.78,97.09,Wallet,Failed,1.2
1640,7,133,2023-04-10 23:42:00,2023-04-11 01:30:00,108,20.71,199.44,Credit Card,Failed,1.1
1641,369,28,2023-12-17 22:03:00,2023-12-18 00:16:00,133,10.21,163.36,RFID Tag,Completed,2.6
1642,53,64,2023-02-25 14:45:00,2023-02-25 15:58:00,73,11.33,100.27,UPI,Interrupted,2.4
1643,272,71,2024-05-18 09:12:00,2024-05-18 11:09:00,117,12.33,200.49,QR Code,Completed,1.1
1644,290,112,2023-07-06 11:34:00,2023-07-06 14:04:00,150,39.63,254.03,Wallet,Interrupted,3.8
1645,306,65,2024-05-23 00:13:00,2024-05-23 00:58:00,45,10.25,121.46,Debit Card,Completed,5.0
1646,412,52,2024-09-13 12:10:00,2024-09-13 14:17:00,127,43.43,755.25,Wallet,Interrupted,2.7
1647,77,21,2023-12-28 18:04:00,2023-12-28 20:33:00,149,18.8,92.31,Credit Card,Failed,4.4
1648,10,9,2023-02-28 08:25:00,2023-02-28 10:26:00,121,22.36,226.95,Debit Card,Interrupted,3.5
1649,13,18,2023-04-30 01:28:00,2023-04-30 04:13:00,165,33.63,556.24,Wallet,Completed,4.7
1650,20,6,2024-11-01 08:37:00,2024-11-01 09:52:00,75,16.67,212.04,RFID Tag,Completed,4.3
1651,289,70,2024-08-10 00:20:00,2024-08-10 01:38:00,78,20.39,183.51,QR Code,Completed,2.3
1652,89,11,2023-09-19 19:38:00,2023-09-19 22:01:00,143,8.87,107.77,RFID Tag,Interrupted,3.6
1653,307,128,2024-02-09 19:33:00,2024-02-09 21:54:00,141,35.58,189.64,QR Code,Completed,1.8
1654,303,113,2024-12-02 03:52:00,2024-12-02 05:53:00,121,20.7,333.68,RFID Tag,Failed,2.2
1655,211,98,2023-04-12 04:13:00,2023-04-12 06:32:00,139,19.57,288.66,UPI,Interrupted,2.9
1656,137,64,2023-08-27 05:48:00,2023-08-27 07:25:00,97,18.27,161.69,Credit Card,Failed,3.8
1657,264,75,2024-08-19 18:58:00,2024-08-19 19:42:00,44,16.07,106.7,Wallet,Completed,1.3
1658,422,68,2023-06-19 13:54:00,2023-06-19 14:44:00,50,2.92,32.32,Wallet,Completed,3.1
1659,420,44,2023-04-19 02:26:00,2023-04-19 02:55:00,29,9.17,32.28,QR Code,Failed,3.6
1660,323,67,2023-04-08 17:51:00,2023-04-08 18:27:00,36,4.48,16.49,QR Code,Failed,4.0
1661,293,132,2024-09-01 16:56:00,2024-09-01 19:40:00,164,31.5,481.0,Credit Card,Completed,1.3
1662,228,6,2024-07-04 16:40:00,2024-07-04 19:25:00,165,58.65,746.03,QR Code,Failed,1.1
1663,421,19,2024-07-13 12:57:00,2024-07-13 14:18:00,81,11.85,163.06,Credit Card,Completed,4.0
1664,232,92,2024-06-18 16:47:00,2024-06-18 18:01:00,74,17.08,277.89,Wallet,Failed,2.5
1665,478,3,2024-07-06 05:03:00,2024-07-06 05:24:00,21,2.78,18.4,UPI,Interrupted,2.9
1666,243,24,2023-07-04 06:24:00,2023-07-04 09:03:00,159,12.24,207.22,RFID Tag,Interrupted,1.4
1667,332,22,2023-06-11 16:57:00,2023-06-11 19:19:00,142,37.42,565.42,RFID Tag,Interrupted,4.2
1668,308,109,2024-07-27 16:09:00,2024-07-27 18:22:00,133,37.24,500.51,Wallet,Failed,4.8
1669,344,123,2024-11-11 20:03:00,2024-11-11 21:26:00,83,5.28,39.71,Debit Card,Completed,3.9
1670,133,23,2024-08-17 13:07:00,2024-08-17 14:52:00,105,19.45,138.48,Wallet,Failed,3.6
1671,91,125,2023-10-18 21:57:00,2023-10-19 00:33:00,156,35.37,339.55,Debit Card,Failed,2.5
1672,55,118,2024-08-17 21:42:00,2024-08-18 00:41:00,179,31.52,172.41,Debit Card,Failed,1.2
1673,310,108,2024-12-19 20:18:00,2024-12-19 23:09:00,171,28.93,341.08,RFID Tag,Completed,3.9
1674,480,110,2023-01-27 08:28:00,2023-01-27 10:53:00,145,21.59,274.84,UPI,Interrupted,1.0
1675,288,87,2023-04-15 12:09:00,2023-04-15 13:04:00,55,19.84,141.46,Debit Card,Failed,4.0
1676,423,105,2023-10-09 17:34:00,2023-10-09 18:21:00,47,2.36,31.65,RFID Tag,Completed,2.1
1677,205,129,2023-08-22 19:02:00,2023-08-22 21:08:00,126,11.78,58.19,Debit Card,Interrupted,2.9
1678,386,135,2024-03-31 19:36:00,2024-03-31 20:08:00,32,5.91,57.45,RFID Tag,Completed,1.4
1679,38,55,2023-04-26 18:57:00,2023-04-26 20:15:00,78,12.74,97.33,RFID Tag,Failed,4.3
1680,421,53,2024-02-22 03:14:00,2024-02-22 04:23:00,69,13.83,246.45,Wallet,Completed,2.4
1681,128,12,2023-09-18 10:35:00,2023-09-18 13:00:00,145,11.58,189.1,Debit Card,Failed,1.1
1682,85,93,2023-10-13 09:31:00,2023-10-13 10:23:00,52,6.92,65.19,RFID Tag,Completed,2.7
1683,333,9,2023-07-17 22:18:00,2023-07-17 23:43:00,85,5.01,50.85,RFID Tag,Interrupted,2.6
1684,33,121,2024-05-10 23:04:00,2024-05-11 01:31:00,147,13.25,228.7,Debit Card,Failed,3.2
1685,386,11,2024-07-13 17:58:00,2024-07-13 18:13:00,15,4.86,59.05,Wallet,Failed,1.6
1686,140,21,2024-03-29 08:26:00,2024-03-29 10:53:00,147,46.81,229.84,UPI,Completed,4.4
1687,319,48,2024-02-08 20:24:00,2024-02-08 21:46:00,82,18.28,199.43,RFID Tag,Failed,3.2
1688,413,64,2024-12-16 18:25:00,2024-12-16 21:18:00,173,38.76,343.03,Debit Card,Failed,2.5
1689,160,24,2023-12-02 10:37:00,2023-12-02 11:58:00,81,29.16,493.68,QR Code,Completed,1.4
1690,315,35,2024-09-05 21:11:00,2024-09-05 21:40:00,29,9.21,135.2,Wallet,Interrupted,2.0
1691,476,98,2024-12-12 01:22:00,2024-12-12 02:06:00,44,3.18,46.91,UPI,Interrupted,3.7
1692,32,59,2024-09-02 17:48:00,2024-09-02 20:25:00,157,48.0,188.16,Credit Card,Interrupted,2.3
1693,211,33,2023-04-13 16:37:00,2023-04-13 17:58:00,81,12.45,64.37,RFID Tag,Completed,2.5
1694,4,13,2023-01-26 19:41:00,2023-01-26 22:22:00,161,23.4,405.52,Credit Card,Interrupted,3.1
1695,298,65,2023-07-03 01:18:00,2023-07-03 03:09:00,111,40.65,481.7,QR Code,Interrupted,4.1
1696,380,112,2024-03-17 15:26:00,2024-03-17 15:53:00,27,4.14,26.54,Wallet,Interrupted,1.6
1697,420,80,2023-11-19 13:55:00,2023-11-19 15:43:00,108,22.16,269.02,Wallet,Interrupted,3.2
1698,15,116,2023-11-12 10:14:00,2023-11-12 11:18:00,64,19.03,237.49,RFID Tag,Completed,2.7
1699,125,95,2023-09-22 12:56:00,2023-09-22 14:48:00,112,33.38,208.96,QR Code,Completed,4.1
1700,173,75,2023-02-25 03:25:00,2023-02-25 06:21:00,176,27.42,182.07,RFID Tag,Interrupted,1.9
1701,28,3,2024-12-12 21:27:00,2024-12-12 22:23:00,56,17.97,118.96,UPI,Completed,1.6
1702,93,116,2024-03-14 15:44:00,2024-03-14 18:00:00,136,20.18,251.85,Credit Card,Interrupted,3.5
1703,200,8,2023-04-17 02:11:00,2023-04-17 03:37:00,86,23.61,190.53,UPI,Completed,2.5
1704,498,129,2023-09-15 17:51:00,2023-09-15 20:18:00,147,37.11,183.32,UPI,Completed,4.0
1705,275,4,2023-04-21 15:37:00,2023-04-21 18:04:00,147,53.06,219.14,Wallet,Failed,3.0
1706,287,33,2023-07-20 02:11:00,2023-07-20 04:53:00,162,38.65,199.82,Debit Card,Interrupted,4.7
1707,460,4,2023-10-07 14:08:00,2023-10-07 16:07:00,119,35.82,147.94,Credit Card,Failed,4.2
1708,39,38,2023-04-24 05:03:00,2023-04-24 06:10:00,67,14.57,209.37,Credit Card,Failed,4.0
1709,246,88,2023-08-22 13:22:00,2023-08-22 16:07:00,165,46.37,511.0,RFID Tag,Completed,2.8
1710,180,44,2024-01-13 08:32:00,2024-01-13 09:31:00,59,8.74,30.76,UPI,Failed,3.2
1711,385,60,2024-05-30 10:56:00,2024-05-30 12:15:00,79,13.01,216.62,Debit Card,Completed,1.1
1712,484,110,2023-09-18 09:41:00,2023-09-18 11:30:00,109,15.29,194.64,Wallet,Interrupted,4.0
1713,446,51,2023-03-20 03:08:00,2023-03-20 04:12:00,64,6.32,85.95,QR Code,Interrupted,2.1
1714,276,126,2024-11-29 19:46:00,2024-11-29 20:22:00,36,6.94,28.66,Wallet,Completed,2.0
1715,151,43,2024-05-16 05:01:00,2024-05-16 06:05:00,64,20.78,309.62,RFID Tag,Failed,2.5
1716,87,19,2024-05-01 11:45:00,2024-05-01 12:03:00,18,4.63,63.71,UPI,Completed,3.4
1717,199,64,2023-02-12 08:21:00,2023-02-12 11:18:00,177,19.74,174.7,Wallet,Failed,5.0
1718,118,84,2024-07-12 16:53:00,2024-07-12 17:45:00,52,6.99,119.11,Credit Card,Interrupted,4.4
1719,452,79,2023-01-13 01:54:00,2023-01-13 04:51:00,177,50.34,677.07,RFID Tag,Completed,3.9
1720,203,113,2024-04-30 16:18:00,2024-04-30 18:44:00,146,49.14,792.14,Wallet,Interrupted,5.0
1721,143,66,2023-09-18 21:23:00,2023-09-18 22:44:00,81,10.77,56.65,UPI,Failed,1.8
1722,274,93,2024-12-05 02:30:00,2024-12-05 05:19:00,169,41.61,391.97,Wallet,Failed,4.1
1723,55,4,2024-10-19 21:41:00,2024-10-19 23:18:00,97,12.25,50.59,RFID Tag,Completed,1.6
1724,234,129,2024-06-08 21:16:00,2024-06-08 23:48:00,152,42.99,212.37,RFID Tag,Failed,3.3
1725,301,136,2024-06-10 04:56:00,2024-06-10 07:44:00,168,11.64,169.36,Debit Card,Interrupted,3.3
1726,69,123,2023-04-18 08:53:00,2023-04-18 11:03:00,130,34.54,259.74,Debit Card,Interrupted,1.9
1727,415,23,2024-09-04 17:47:00,2024-09-04 19:39:00,112,30.8,219.3,Credit Card,Interrupted,1.5
1728,105,58,2024-08-29 14:10:00,2024-08-29 16:38:00,148,18.44,168.73,RFID Tag,Completed,1.6
1729,58,128,2023-01-31 12:58:00,2023-01-31 13:53:00,55,19.19,102.28,RFID Tag,Completed,4.9
1730,265,132,2023-02-20 22:36:00,2023-02-21 01:13:00,157,53.79,821.37,Credit Card,Completed,1.5
1731,418,30,2023-01-16 05:14:00,2023-01-16 06:13:00,59,19.56,251.54,UPI,Completed,3.8
1732,198,119,2024-03-20 12:07:00,2024-03-20 12:33:00,26,8.79,93.17,RFID Tag,Failed,3.4
1733,445,124,2024-01-31 03:00:00,2024-01-31 05:35:00,155,11.85,44.08,Debit Card,Completed,2.5
1734,408,24,2023-10-23 01:58:00,2023-10-23 03:13:00,75,25.07,424.44,Debit Card,Interrupted,3.6
1735,329,22,2024-08-26 16:48:00,2024-08-26 17:15:00,27,8.07,121.94,Debit Card,Interrupted,4.1
1736,393,36,2023-07-19 10:19:00,2023-07-19 12:18:00,119,38.6,440.43,RFID Tag,Interrupted,4.3
1737,405,26,2023-02-05 00:12:00,2023-02-05 00:31:00,19,3.7,21.24,Wallet,Completed,1.0
1738,419,72,2023-12-04 23:37:00,2023-12-05 01:29:00,112,21.12,243.94,UPI,Interrupted,1.1
1739,353,12,2024-03-22 13:57:00,2024-03-22 15:51:00,114,20.94,341.95,UPI,Completed,1.1
1740,332,101,2024-01-15 09:55:00,2024-01-15 10:32:00,37,10.16,134.92,QR Code,Completed,4.9
1741,1,115,2024-07-08 10:06:00,2024-07-08 12:03:00,117,28.6,379.24,RFID Tag,Interrupted,4.1
1742,241,11,2024-06-19 19:00:00,2024-06-19 20:49:00,109,32.13,390.38,Credit Card,Interrupted,2.7
1743,104,76,2024-07-21 04:24:00,2024-07-21 06:55:00,151,42.25,257.72,RFID Tag,Failed,2.6
1744,199,118,2023-01-16 16:14:00,2023-01-16 18:47:00,153,28.65,156.72,RFID Tag,Failed,4.6
1745,290,31,2024-04-28 16:43:00,2024-04-28 19:42:00,179,36.46,412.0,RFID Tag,Completed,2.5
1746,190,110,2023-07-04 11:29:00,2023-07-04 12:03:00,34,7.83,99.68,Wallet,Completed,3.8
1747,122,33,2023-01-23 02:08:00,2023-01-23 04:13:00,125,41.13,212.64,Debit Card,Interrupted,4.4
1748,324,134,2024-08-14 17:53:00,2024-08-14 18:55:00,62,10.56,60.61,Debit Card,Completed,3.2
1749,3,95,2023-05-23 02:50:00,2023-05-23 05:03:00,133,21.86,136.84,RFID Tag,Interrupted,4.9
1750,61,118,2024-05-13 14:18:00,2024-05-13 14:56:00,38,9.97,54.54,Credit Card,Interrupted,2.2
1751,309,48,2023-03-18 03:34:00,2023-03-18 06:34:00,180,40.43,441.09,Debit Card,Completed,3.4
1752,304,104,2023-05-22 13:17:00,2023-05-22 14:17:00,60,6.09,42.87,RFID Tag,Interrupted,2.3
1753,301,20,2024-04-05 01:51:00,2024-04-05 03:13:00,82,22.82,240.52,Debit Card,Interrupted,4.7
1754,54,89,2024-11-28 09:23:00,2024-11-28 11:42:00,139,43.64,363.52,UPI,Interrupted,2.7
1755,259,33,2023-01-03 18:09:00,2023-01-03 18:56:00,47,14.92,77.14,Debit Card,Interrupted,4.3
1756,364,5,2023-02-20 02:40:00,2023-02-20 04:37:00,117,13.98,87.93,QR Code,Interrupted,2.6
1757,487,14,2024-04-15 05:13:00,2024-04-15 06:02:00,49,6.77,83.47,Wallet,Completed,3.0
1758,471,84,2023-10-14 00:03:00,2023-10-14 00:40:00,37,7.54,128.48,QR Code,Failed,1.7
1759,353,68,2024-04-08 07:05:00,2024-04-08 07:54:00,49,17.87,197.82,UPI,Interrupted,4.8
1760,278,96,2023-01-07 15:04:00,2023-01-07 15:34:00,30,8.97,138.14,RFID Tag,Failed,3.8
1761,486,16,2023-04-04 03:36:00,2023-04-04 05:26:00,110,39.45,177.53,RFID Tag,Completed,4.4
1762,454,28,2024-11-03 02:20:00,2024-11-03 03:22:00,62,11.49,183.84,QR Code,Completed,4.0
1763,117,113,2023-02-24 18:08:00,2023-02-24 19:14:00,66,4.22,68.03,Wallet,Completed,4.2
1764,304,81,2024-11-27 00:00:00,2024-11-27 02:18:00,138,18.11,212.79,QR Code,Failed,1.3
1765,259,80,2024-07-29 22:20:00,2024-07-29 23:50:00,90,10.97,133.18,QR Code,Completed,4.2
1766,268,120,2024-02-28 18:35:00,2024-02-28 21:16:00,161,18.93,165.83,Wallet,Interrupted,1.5
1767,132,72,2024-04-28 03:26:00,2024-04-28 04:03:00,37,13.09,151.19,QR Code,Failed,4.7
1768,243,52,2023-11-15 17:05:00,2023-11-15 18:14:00,69,23.15,402.58,QR Code,Completed,1.1
1769,171,12,2023-06-07 11:49:00,2023-06-07 14:27:00,158,41.12,671.49,Wallet,Completed,3.7
1770,36,120,2023-10-31 06:56:00,2023-10-31 08:43:00,107,20.19,176.86,RFID Tag,Completed,2.3
1771,471,39,2024-03-06 16:03:00,2024-03-06 18:01:00,118,38.11,565.55,RFID Tag,Interrupted,1.2
1772,220,115,2023-07-18 18:35:00,2023-07-18 19:46:00,71,25.8,342.11,Debit Card,Interrupted,4.7
1773,258,50,2024-07-14 09:11:00,2024-07-14 10:47:00,96,29.13,205.37,Wallet,Failed,4.9
1774,153,104,2023-05-22 17:03:00,2023-05-22 18:42:00,99,15.42,108.56,Wallet,Interrupted,4.7
1775,361,13,2024-02-07 11:28:00,2024-02-07 14:21:00,173,27.03,468.43,UPI,Interrupted,4.8
1776,82,53,2024-08-01 05:46:00,2024-08-01 06:03:00,17,4.05,72.17,RFID Tag,Interrupted,4.6
1777,167,28,2023-02-13 15:40:00,2023-02-13 17:14:00,94,26.45,423.2,QR Code,Failed,1.4
1778,120,26,2023-03-27 03:29:00,2023-03-27 05:53:00,144,50.13,287.75,UPI,Failed,4.9
1779,10,37,2023-12-03 09:45:00,2023-12-03 11:53:00,128,34.04,599.1,UPI,Failed,3.8
1780,87,7,2024-02-20 22:39:00,2024-02-21 00:28:00,109,37.18,523.12,Debit Card,Interrupted,3.8
1781,43,46,2023-01-01 02:42:00,2023-01-01 03:31:00,49,5.28,60.93,Debit Card,Failed,2.4
1782,493,16,2023-01-11 05:55:00,2023-01-11 07:56:00,121,35.15,158.17,QR Code,Completed,1.3
1783,57,87,2023-08-08 23:59:00,2023-08-09 01:00:00,61,20.56,146.59,Debit Card,Failed,3.7
1784,302,67,2024-03-26 20:56:00,2024-03-26 23:49:00,173,27.26,100.32,Wallet,Interrupted,1.2
1785,428,127,2023-04-13 14:45:00,2023-04-13 15:48:00,63,20.0,315.8,Wallet,Failed,3.2
1786,477,91,2024-12-26 23:37:00,2024-12-27 01:25:00,108,27.42,239.93,Credit Card,Failed,4.0
1787,34,13,2023-01-10 12:18:00,2023-01-10 15:12:00,174,20.61,357.17,Debit Card,Failed,1.0
